Employee_ID,Key Concerns,Question,Response Set
,"Teams Messages (54) are well above average. Emails (26) and Meetings (8) add to engagement → Highly active communicator, but sustainable with 62 hours?",Does your Teams activity boost your teamwork or feel like a burden?,"<s>[INST] A lot of Teams messages help my teamwork, but they stretch my focus thin. [/INST] That makes sense! Would quieter Teams or filters keep your focus? </s>
 <s>[INST] A bunch of Teams messages feel heavy with my steady workload. [/INST] I get that! Would less chatter or structured pings lighten it? </s>
 <s>[INST] Teams boosts me when it’s clear, but it’s a lot otherwise. [/INST] Good point! Would clear rules or fewer messages help? </s>
 <s>[INST] I manage Teams okay, but it’s tough with a fair load already. [/INST] Fair enough! Would a Teams tool or quieter times balance it? </s>
 <s>[INST] A ton of Teams works for teamwork, but I’d like less clutter. [/INST] Nice thought! Would organized channels or less noise help? </s>
 <s>[INST] Teams helps my group, but it slows me with a steady pace. [/INST] I see that! Would paced updates or a lighter load suit you? </s>
 <s>[INST] I’m fine with Teams, but I’d like more structure to keep up. [/INST] Great idea! Would set times or guidelines keep it smooth? </s>"
,Decayed Reward Points (286.36) are among the highest. 3 awards received → Strong recognition matches excellent 3.0 rating.,Are you satisfied with how your achievements are rewarded with your high points total?,"<s>[INST] My big reward points are solid, but I’d like more frequent nods too. [/INST] That’s a great take! Would quick kudos or weekly wins add to it? </s>
 <s>[INST] I’m pleased with my hefty points, but I’d use them with more options. [/INST] Nice idea! Would perk choices or cash-ins excite you? </s>
 <s>[INST] My strong points match my work, but I’d like variety in rewards. [/INST] Awesome choice! Would diverse perks or events mix it up? </s>
 <s>[INST] I’m good with my points, but they could grow more with my rating. [/INST] Fair point! Would rating-based points or extras help? </s>
 <s>[INST] My points are great, but I’d feel better with team acknowledgment. [/INST] Good call! Would team nods or spotlights lift you? </s>
 <s>[INST] I like my big points, but I’d enjoy more for steady effort. [/INST] Smart thinking! Would steady bonuses or nods suit you? </s>
 <s>[INST] My points are solid, but I’d use them more with better perks. [/INST] Great idea! Would time off or gift options work? </s>"
,"Decayed Vibe (0.67) is below average despite Work Hours (62) and strong performance (3.0) → Solid output, but engagement may be waning.",What could improve your work experience and team alignment?,"<s>[INST] More team check-ins would help since my fair load needs group sync. [/INST] That’s a solid plan! Would regular huddles or updates align you? </s>
 <s>[INST] I’d like more flexibility since my steady hours feel rigid often. [/INST] Great choice! Would flex time or remote days boost you? </s>
 <s>[INST] Better tools would lift my work with a decent load to manage. [/INST] Nice idea! Would a task app or tracker lift your game? </s>
 <s>[INST] More variety would help since my steady pace gets routine. [/INST] Good perspective! Would new tasks or projects shake it up? </s>
 <s>[INST] I’d like more feedback since my strong rating could push further. [/INST] Awesome approach! Would reviews or tips drive you? </s>
 <s>[INST] More team support would align me since my load feels solo at times. [/INST] Smart move! Would a buddy or team help tie you in? </s>
 <s>[INST] Clearer goals would boost me with my fair hours and team work. [/INST] That makes sense! Would team targets or a plan sync you? </s>"
EMP0228,"Work Hours (112) are significantly high. Meetings (8) and Activity Log Entries (implied high) add demand → Heavy role, potentially taxing over time.",Do you feel your work hours pace is sustainable long-term?,"<s>[INST] A ton of work hours aren’t sustainable since I’m worn out by week’s end. [/INST] That makes sense! Would cutting hours or support keep you sharp? </s>
 <s>[INST] I manage a lot of hours now, but it could wear me down eventually. [/INST] Good insight! Would a lighter load or breaks help you last? </s>
 <s>[INST] My heavy load works for now, but I’d like more flexibility to keep up. [/INST] Great choice! Would flex hours or remote days sustain you? </s>
 <s>[INST] I handle a ton of hours, but meetings make it tougher to sustain. [/INST] Fair point! Would fewer meetings or async updates ease it? </s>
 <s>[INST] My big workload’s okay, but I’d stay fresh with better tools. [/INST] Nice idea! Would task tools or automation keep you fresh? </s>
 <s>[INST] I push through lots of hours, but I’d like breaks to reset. [/INST] Smart move! Would short breaks or a reset time help you? </s>
 <s>[INST] My hours are heavy, but I’d keep up with clearer priorities. [/INST] Good call! Would set priorities or a plan sustain you? </s>"
,"Decayed Vibe (0.68) is below average despite strong Decayed Reward Points (380.42). Work Hours (112) dominate → High effort, but engagement lags.",What’s impacting your work experience with your current vibe score?,"<s>[INST] My low vibe comes from a heavy load and lots of meetings piling on. [/INST] That makes sense! Would fewer meetings or load cuts lift you? </s>
 <s>[INST] My vibe dips since a ton of hours rarely let me step back. [/INST] I get that! Would breaks or a lighter pace boost you? </s>
 <s>[INST] I feel off with a heavy load, but more flexibility could help. [/INST] Great choice! Would flex time or remote days lift your vibe? </s>
 <s>[INST] My vibe’s low since a lot of hours keep me locked in too much. [/INST] Fair point! Would freedom in hours or tasks free you up? </s>
 <s>[INST] I’m steady with hours, but meetings throw off my balance. [/INST] I see that! Would shorter meetings or async help balance you? </s>
 <s>[INST] My vibe’s off with a big load, but tools could even me out. [/INST] Nice thought! Would a task app or tracker even you out? </s>
 <s>[INST] I feel low since my heavy hours need better team support. [/INST] Smart move! Would team help or huddles lift your vibe? </s>"
,"Performance rating is 2.0 (Average). Promotion consideration present, but no recent peaks → Reliable, yet growth not accelerated.",Do you see a clear path forward with your rating and promotion potential?,"<s>[INST] My path isn’t clear since my decent rating feels vague for promotion. [/INST] I understand! Would a clear plan or goals solidify it? </s>
 <s>[INST] I see a path with my rating, but I’d like it to move faster. [/INST] Great attitude! Would quick wins or training speed it up? </s>
 <s>[INST] My steady rating’s fine, but I’d grow more with feedback. [/INST] Good idea! Would reviews or tips sharpen your path? </s>
 <s>[INST] I’m okay with my path, but cross-team work could push it. [/INST] Awesome choice! Would team projects or shadowing push you? </s>
 <s>[INST] My rating’s solid, but promotion feels slow without goals. [/INST] Fair take! Would set targets or a plan bring it closer? </s>
 <s>[INST] I’m steady with potential, but I’d like training to grow. [/INST] Great approach! Would courses or workshops grow you? </s>
 <s>[INST] My path’s there, but I’d see it better with more clarity. [/INST] Smart thinking! Would a roadmap or chat clarify it? </s>"
,Decayed Reward Points (380.42) are highest in dataset. 3 awards received → Exceptional past recognition aligns with 112-hour effort.,Do your reward points and awards resonate with your contributions?,"<s>[INST] My strong points are great, but I’d like more daily nods too. [/INST] That’s a solid take! Would quick kudos or daily wins add to it? </s>
 <s>[INST] I enjoy my big points, but I’d use them with more options. [/INST] Nice idea! Would perk choices or cash-ins excite you? </s>
 <s>[INST] My hefty points match my work, but I’d like more variety. [/INST] Great choice! Would diverse perks or events mix it up? </s>
 <s>[INST] I’m good with my points, but they could grow with my load. [/INST] Fair point! Would load-based points or extras help? </s>
 <s>[INST] My points are solid, but team acknowledgment would add more. [/INST] Good call! Would team nods or spotlights lift you? </s>
 <s>[INST] I like my big points, but I’d enjoy more for steady effort. [/INST] Smart thinking! Would steady bonuses or nods suit you? </s>
 <s>[INST] My points are strong, but I’d use them with better perks. [/INST] Awesome idea! Would time off or gifts work for you? </s>"
,"Work Hours (112) are significantly high. Meetings (8) and Activity Log Entries (implied high) add demand → Heavy role, potentially taxing over time.",What could we adjust to recharge your energy and job experience?,"<s>[INST] More breaks would help since a heavy load keeps me locked in. [/INST] That makes sense! Would short breaks or a reset time recharge you? </s>
 <s>[INST] Less pressure would help with a ton of hours and meetings. [/INST] Fair point! Would fewer tasks or meetings lighten it? </s>
 <s>[INST] More flexibility would recharge me with a big workload. [/INST] Great choice! Would flex hours or remote days boost you? </s>
 <s>[INST] Better tools would help since my heavy hours need support. [/INST] Nice idea! Would a task app or automation help you? </s>
 <s>[INST] Team support would lift me with a lot of hours to handle. [/INST] Smart move! Would a buddy or team help lift you? </s>
 <s>[INST] Clearer goals would help since my big load needs direction. [/INST] Good call! Would team goals or a plan guide you? </s>
 <s>[INST] Fewer meetings would recharge me with a heavy schedule. [/INST] Awesome approach! Would async updates or cuts work? </s>"
EMP0262,"Work Hours (7) are lowest in dataset. Teams Messages (1) and Emails (4) are negligible → Barely engaged, limited role scope.",Are you finding it hard to stay engaged with your current workload?,"<s>[INST] I’m not engaged with few hours since it’s tough to stay in the loop. [/INST] That makes sense! Would more tasks or updates tie you in? </s>
 <s>[INST] I struggle with minimal hours since my low rating sidelines me. [/INST] I get that! Would support or projects lift your role? </s>
 <s>[INST] My light load’s tough since I’d like more to do each day. [/INST] Great attitude! Would new tasks or team work spark you? </s>
 <s>[INST] I’m barely active with few hours, and it’s hard without more contact. [/INST] Fair point! Would Teams boosts or check-ins connect you? </s>
 <s>[INST] My small workload’s dull since I’d rather pitch in more. [/INST] Good call! Would extra duties or group tasks engage you? </s>
 <s>[INST] I’m off with few hours since my pace doesn’t match the team. [/INST] I see that! Would more hours or sync-ups align you? </s>
 <s>[INST] My light load’s tricky since I’d like goals to stay active. [/INST] Smart thinking! Would clear targets or a plan keep you going? </s>"
,"Performance rating is 1.0 (Needs Improvement). No promotion consideration, Decayed Reward Points (0) → Weak output, no growth trajectory.",How do you feel about your performance rating and growth opportunities?,"<s>[INST] My low rating bums me out since I’d like to improve and grow. [/INST] That’s a great mindset! Would training or mentorship help you climb? </s>
 <s>[INST] I’m stuck with a weak rating and no promotion path ahead. [/INST] I understand! Would a growth plan or feedback get you moving? </s>
 <s>[INST] My rating’s low, but I’d turn it around with more chances. [/INST] Awesome attitude! Would projects or shadowing turn it up? </s>
 <s>[INST] I’m not thrilled with my rating since it blocks my growth. [/INST] Fair take! Would clear goals or support lift your rating? </s>
 <s>[INST] My weak rating’s tough, but I’d improve with better tools. [/INST] Good idea! Would task tools or a tracker boost you? </s>
 <s>[INST] I’m off with my rating, but I’d grow with team support. [/INST] Great choice! Would a buddy or team help lift you? </s>
 <s>[INST] My low rating’s a drag, but I’d rise with feedback. [/INST] Smart move! Would reviews or tips push you forward? </s>"
,Sick Leave (0.5) and Unpaid Leave (0.25) are highest in dataset. Work Hours (7) minimal → Frequent absences disrupt tiny workload.,Does your leave usage affect your ability to stay consistent at work?,"<s>[INST] My high leave messes up my light load since I’m off a lot. [/INST] That makes sense! Would coverage or flex time steady you? </s>
 <s>[INST] I take lots of leave, and it throws off my few hours badly. [/INST] I get that! Would a backup plan or smoother pacing help? </s>
 <s>[INST] My leave’s frequent, but I’d cut it with more flexibility. [/INST] Great choice! Would remote days or flex hours reduce it? </s>
 <s>[INST] I’m off a lot with leave, and it stalls my light workload. [/INST] Fair point! Would team support or task splits keep you on? </s>
 <s>[INST] My big leave use disrupts me, but it’s not all work-related. [/INST] I see that! Would personal leave plans or support help? </s>
 <s>[INST] I take leave often, but I’d stay with better task flow. [/INST] Good idea! Would even tasks or prep keep you steady? </s>
 <s>[INST] My leave’s high, but I’d rather use annual with more hours. [/INST] Smart thinking! Would planned leave or more work balance it? </s>"
,Decayed Vibe (0.73) is above average despite low Hours (7) and rating (1.0) → Surprisingly engaged for minimal role.,What keeps your vibe score positive despite your low hours and rating?,"<s>[INST] My vibe’s decent since few hours give me space to reset. [/INST] That’s a great take! Would more tasks or freedom keep it up? </s>
 <s>[INST] I’m okay vibe-wise since light work keeps my days easy. [/INST] Nice perspective! Would light goals or variety lift it more? </s>
 <s>[INST] My vibe’s good with few hours, but I’d like more team ties. [/INST] Great idea! Would check-ins or team work boost you? </s>
 <s>[INST] I feel fine with my vibe since low hours match my pace. [/INST] Good point! Would a steady pace or extras keep it fine? </s>
 <s>[INST] My vibe’s solid since light work leaves room for me. [/INST] Fair enough! Would personal projects or tasks add to it? </s>
 <s>[INST] I’m good vibe-wise, but more feedback would lift me. [/INST] Smart move! Would tips or reviews raise your vibe? </s>
 <s>[INST] My vibe’s up since few hours don’t push me too hard. [/INST] Awesome approach! Would light challenges or goals push you right? </s>"
,"Performance rating is 1.0 (Needs Improvement). Activity (1 Teams, 4 Emails) and Points (0) are low → Needs support to lift negligible output.",What support could help you improve your performance and engagement?,"<s>[INST] I’d improve with mentorship since my low output needs guidance. [/INST] Great choice! Would one-on-one or group coaching suit you? </s>
 <s>[INST] More tasks would help since my light load stalls me. [/INST] Good call! Would new duties or projects kickstart you? </s>
 <s>[INST] I’d grow with feedback since my rating needs a push. [/INST] Smart thinking! Would regular tips or reviews lift you? </s>
 <s>[INST] Team support would boost me since my low activity’s solo. [/INST] Nice idea! Would a buddy or team huddles tie you in? </s>
 <s>[INST] Better tools would help since my minimal work needs tracking. [/INST] Great approach! Would a task app or tracker work? </s>
 <s>[INST] Clear goals would lift me since my output lacks direction. [/INST] That makes sense! Would targets or a plan guide you? </s>
 <s>[INST] More hours would help since my low activity needs a boost. [/INST] Good perspective! Would steady hours or tasks boost you? </s>"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
EMP0418, (Annual Leave Factor: 19.64),"You’ve taken significant annual leave recently- do you feel you need more support in managing your workload? (Annual Leave Factor: 19.64)
","<s>[INST] I appreciate the time off, but I do feel a bit overwhelmed catching up. [/INST] Would having additional resources or a temporary workload adjustment help you manage better? </s>
<s>[INST] No, my workload is manageable, and I planned accordingly before taking leave. [/INST] Do you feel the current workload distribution supports a good work-life balance? </s>
<s>[INST] I could use some assistance, especially with urgent tasks that piled up. [/INST] Would delegating some tasks or prioritization support be beneficial for you? </s>
<s>[INST] I think more proactive planning before leave would have helped reduce the backlog. [/INST] Would better handover processes make future time off smoother for you? </s>
<s>[INST] I’ve been managing fine, but clearer expectations on returning would help. [/INST] Would a structured reintegration plan be useful after extended leave? </s>
<s>[INST] I didn’t realize how much my absence would impact my workload. [/INST] Do you think redistributing responsibilities among team members would be beneficial? </s>
<s>[INST] I actually felt supported while I was away, so no concerns here. [/INST] What aspects of the current support system worked well for you? </s>
"
,"(Meetings: 0, Teams Messages: 4)","You don’t attend meetings and have minimal Teams communication - do you feel disconnected from your team? (Meetings: 0, Teams Messages: 4)
","<s>[INST] I do feel somewhat disconnected due to limited communication. [/INST] Would more regular check-ins or team updates help you feel more engaged? </s>
<s>[INST] No, I prefer working independently and find meetings unnecessary for my tasks. [/INST] Would an alternative collaboration method, like async updates, work better for you? </s>
<s>[INST] I’ve been focused on deep work, which is why I’ve engaged less in meetings. [/INST] Would structured meeting agendas make attending them more valuable for you? </s>
<s>[INST] I don’t feel disconnected, as I stay in touch via direct messages when needed. [/INST] Do you find current communication methods effective for collaboration? </s>
<s>[INST] I’ve been meaning to engage more but haven’t had the time. [/INST] Would scheduling brief but consistent check-ins make it easier for you? </s>
<s>[INST] I wasn’t aware my communication levels were so low—I'll try to improve. [/INST] Would a communication dashboard or nudges help you track engagement? </s>
<s>[INST] My role doesn’t require many meetings, so I don’t think it’s an issue. [/INST] Do you think alternative ways to share updates would be more beneficial? </s>"
, (Decayed Reward Points: 72.35),What kind of recognition would be most meaningful to you? (Decayed Reward Points: 72.35),"<s>[INST] Public recognition in team meetings would be most meaningful to me. [/INST] Would receiving recognition in written form, like emails, also be valuable? </s>
<s>[INST] A direct message from leadership acknowledging my work would mean a lot. [/INST] Would peer-to-peer recognition also be something you'd appreciate? </s>
<s>[INST] Bonuses or tangible rewards would be the most meaningful. [/INST] Would a structured rewards program make recognition more impactful? </s>
<s>[INST] More opportunities for career growth and learning would be the best form of recognition. [/INST] Would mentorship or training programs align with your expectations? </s>
<s>[INST] I value quiet, private recognition over public praise. [/INST] Would receiving personalized feedback from leadership be more meaningful? </s>
<s>[INST] Seeing my contributions reflected in company decisions would be the best recognition. [/INST] Would being involved in strategic discussions feel rewarding? </s>
<s>[INST] I don’t focus much on recognition—I just want to do my job well. [/INST] Do you think recognition could still positively impact team morale? </s>
"
,"(Onboarding Feedback: Excellent)",You had excellent onboarding feedback - what aspects of the onboarding helped you most in your role? (Onboarding Feedback: Excellent),"<s>[INST] The structured onboarding process gave me clarity on expectations and my role. [/INST] Would ongoing refresher sessions be useful as you progress in your role? </s>
<s>[INST] The mentorship program helped me transition smoothly. [/INST] Would a longer mentorship period enhance your experience? </s>
<s>[INST] Access to detailed documentation and resources was the most beneficial. [/INST] Would an interactive knowledge base improve accessibility to information? </s>
<s>[INST] Early team introductions made me feel welcome and connected. [/INST] Would more team-building activities enhance the onboarding experience for new hires? </s>
<s>[INST] Hands-on training helped me get up to speed quickly. [/INST] Would additional follow-up sessions reinforce your learning experience? </s>
<s>[INST] The clear roadmap for my first few weeks made the transition seamless. [/INST] Would a more extended onboarding program be beneficial? </s>
<s>[INST] Immediate access to tools and systems helped me feel productive from day one. [/INST] Would more pre-boarding resources enhance readiness before joining? </s>
"
," (Low team engagement metrics but high performance)",What would make your work experience more engaging and fulfilling? (Low team engagement metrics but high performance),"<s>[INST] More team collaboration and brainstorming sessions would be engaging. [/INST] Would structured innovation challenges or group projects add value? </s>
<s>[INST] Opportunities for professional development would make my work more fulfilling. [/INST] Would a personalized career growth plan align with your aspirations? </s>
<s>[INST] A better work-life balance would improve my engagement. [/INST] Would flexible work arrangements help maintain balance? </s>
<s>[INST] More autonomy in decision-making would enhance my work experience. [/INST] Would having greater ownership of projects make work more fulfilling? </s>
<s>[INST] A clearer connection between my work and company goals would be motivating. [/INST] Would more frequent updates on company impact be valuable? </s>
<s>[INST] Cross-functional collaboration would make my work more interesting. [/INST] Would structured rotation programs between teams be beneficial? </s>
<s>[INST] Recognizing and celebrating team achievements more often would help. [/INST] Would quarterly team appreciation events be a good way to foster engagement? </s>
"
EMP0447," (Performance Rating: 2.0, Manager Feedback: Exceeds Expectations)","Your manager feedback is ”Exceeds Expectations” but your performance rating is 2.0 - do you think there’s a disconnect in how your performance is evaluated? (Performance Rating: 2.0, Manager Feedback: Exceeds Expectations)","<s>[INST] Yes, I feel there’s a disconnect between my manager’s feedback and my rating. [/INST] Would more clarity on performance evaluation criteria help align expectations? </s>
<s>[INST] No, I trust the evaluation process, but I’d appreciate more feedback on areas for improvement. [/INST] Would a follow-up discussion with your manager help clarify the rating? </s>
<s>[INST] I’m not sure why there’s a gap, but I’d like to understand the reasoning behind my rating. [/INST] Would a transparent performance review process help address concerns? </s>
<s>[INST] I believe my contributions are not fully reflected in the rating. [/INST] Would regular performance check-ins help ensure better alignment? </s>
<s>[INST] I suspect factors beyond performance might be affecting my rating. [/INST] Would discussing external influences with HR help clarify the situation? </s>
<s>[INST] I was expecting a higher rating based on my work. [/INST] Would setting clearer performance goals with your manager help manage expectations? </s>
<s>[INST] I don’t feel this rating accurately represents my impact. [/INST] Would collecting more feedback from peers and stakeholders help support a reevaluation? </s>"
,"(Work Hours Sum: 20.02, Teams Messages: 69)","You have high work hours and communication metrics - do you feel your workload is manageable? (Work Hours Sum: 20.02, Teams Messages: 69)","<s>[INST] My workload is manageable, but at times it feels overwhelming. [/INST] Would additional resource support or task prioritization help balance your workload? </s>
<s>[INST] I’ve been putting in extra effort, but I can handle the workload. [/INST] Would a workload distribution review help maintain sustainability? </s>
<s>[INST] No, I feel stretched thin and could use some support. [/INST] Would delegating tasks or adjusting expectations improve workload balance? </s>
<s>[INST] Some days feel overloaded, but overall, it’s manageable. [/INST] Would more flexible work arrangements help during high-intensity periods? </s>
<s>[INST] I struggle with balancing priorities at times. [/INST] Would setting clearer priorities with your manager help ease the workload? </s>
<s>[INST] I’ve been working long hours, and it’s starting to impact me. [/INST] Would reducing non-essential tasks or improving workflows help? </s>
<s>[INST] I feel I need better time management strategies. [/INST] Would productivity training or tools assist in managing workload better? </s>
"
, (Leadership Excellence Count: 1.0),"You’ve been recognized for leadership excellence - are you interested in taking on more leadership opportunities? (Leadership Excellence Count:
1.0)","<s>[INST] Yes, I’d love to explore more leadership opportunities. [/INST] Would mentorship or project leadership roles align with your interests? </s>
<s>[INST] I appreciate the recognition, but I’m not sure if I’m ready for more responsibilities. [/INST] Would leadership training help build confidence in taking on more? </s>
<s>[INST] I’m open to leadership roles but would like guidance on expectations. [/INST] Would a structured leadership development program interest you? </s>
<s>[INST] I enjoy leading projects but prefer technical over managerial leadership. [/INST] Would technical mentorship or innovation leadership suit your goals? </s>
<s>[INST] I’d rather focus on my current role and improve my skills first. [/INST] Would revisiting leadership opportunities in the future work better for you? </s>
<s>[INST] Leadership opportunities sound great, but I want to ensure work-life balance. [/INST] Would a co-leadership approach help manage responsibilities effectively? </s>
<s>[INST] I am interested, but I’d like to know more about the expectations. [/INST] Would an exploratory conversation with senior leaders help clarify the role? </s>
"
," (Casual Leave Factor: 6.81)","You’ve taken some casual leave recently - do you feel you have a good work-life balance? (Casual Leave Factor: 6.81)","<s>[INST] Yes, I feel I have a good balance between work and personal life. [/INST] Would maintaining current flexibility in work schedules support this balance? </s>
<s>[INST] Sometimes, I struggle with maintaining work-life balance. [/INST] Would more structured breaks or flexible work arrangements help? </s>
<s>[INST] No, I feel work is taking over too much of my personal time. [/INST] Would adjusting work expectations or workload distribution improve balance? </s>
<s>[INST] I manage, but there are days when work feels overwhelming. [/INST] Would occasional well-being check-ins help support a healthier balance? </s>
<s>[INST] I have enough personal time, but I still feel mentally exhausted. [/INST] Would mental wellness resources or stress management support help? </s>
<s>[INST] I’m fine most of the time, but occasional high-pressure periods are tough. [/INST] Would a workload adjustment plan during peak times be beneficial? </s>
<s>[INST] I try to maintain balance, but I could use better time management strategies. [/INST] Would time management training or tools help you feel more in control? </s>
"
,(Promotion Consideration: True),"With promotion consideration in your future, what kind of growth opportunities are you most interested in? (Promotion Consideration: True)","<s>[INST] I’m interested in technical skill development to advance in my field. [/INST] Would specialized training programs or certifications support your growth? </s>
<s>[INST] I’d like to improve my leadership skills to prepare for a managerial role. [/INST] Would mentorship or management training help you transition? </s>
<s>[INST] I’m looking for opportunities to work on more strategic initiatives. [/INST] Would involvement in high-impact projects help align with your aspirations? </s>
<s>[INST] I want to explore cross-functional collaboration opportunities. [/INST] Would a rotational program or interdepartmental projects interest you? </s>
<s>[INST] I’d like to expand my role while maintaining my current expertise. [/INST] Would stretch assignments or additional responsibilities be appealing? </s>
<s>[INST] I’m not sure yet, but I’m open to career guidance to explore options. [/INST] Would career coaching or mentorship help clarify your growth path? </s>
<s>[INST] I’d like to focus on innovation and problem-solving. [/INST] Would involvement in R&D or innovation-driven projects align with your career goals? </s>
"
EMP0458," (Sick Leave Factor: 10.84, Work Hours Mean: 9.45)","You’ve taken significant sick leave recently - do you feel your workload is affecting your wellbeing? (Sick Leave Factor: 10.84, Work Hours Mean: 9.45)","<s>[INST] Yes, my workload has been overwhelming and affecting my health. [/INST] Would redistributing tasks or adjusting deadlines help ease the pressure? </s>
<s>[INST] I’ve been managing, but I do think a lighter workload would improve my well-being. [/INST] Would a discussion with your manager about workload adjustments be helpful? </s>
<s>[INST] No, my workload is fine, but I had personal health issues that required time off. [/INST] Would flexible work arrangements help in managing health-related concerns? </s>
<s>[INST] I think the stress of deadlines contributed to my health issues. [/INST] Would having more buffer time in deadlines make your workload more manageable? </s>
<s>[INST] I’ve been struggling with balancing work and personal health, but I’m trying to improve. [/INST] Would support through wellness programs or stress management resources help? </s>
<s>[INST] I don’t think my workload is the issue, but I could use some flexibility during recovery. [/INST] Would temporary adjustments in work hours help with recovery? </s>
<s>[INST] I appreciate the concern, but I feel capable of managing my work despite my sick leave. [/INST] Would periodic check-ins help ensure that your workload remains manageable? </s>
"
,"(Manager Feedback: Exceeds Expectations, No promotion consideration)","Despite your ”Exceeds Expectations” feedback, you’re not being considered for promotion - how do you feel about your career progression? (Manager Feedback: Exceeds Expectations, No promotion consideration)","<s>[INST] I’m frustrated because I expected my strong performance to be rewarded with growth. [/INST] Would discussing promotion criteria with leadership help set clearer expectations? </s>
<s>[INST] I feel overlooked, and I would like to understand what’s holding me back. [/INST] Would a one-on-one meeting with your manager help clarify the next steps for advancement? </s>
<s>[INST] I believe I’m progressing well, but I wish I had a clearer path toward promotion. [/INST] Would a formal career development plan with milestones be beneficial for you? </s>
<s>[INST] I’m happy with my current role, but I would like more challenging responsibilities. [/INST] Would taking on high-visibility projects help demonstrate readiness for promotion? </s>
<s>[INST] I don’t necessarily need a promotion, but I do want more leadership opportunities. [/INST] Would a leadership training program or mentorship role align with your career goals? </s>
<s>[INST] I’m unsure why I’m not being considered, and I’d like more transparency. [/INST] Would a detailed review of your performance evaluation process help address concerns? </s>
<s>[INST] While I appreciate the feedback, I feel my contributions aren’t translating into career growth. [/INST] Would regular feedback sessions with your manager help track progress toward promotion? </s>
"
," (Innovation Award: 1, Leadership Excellence: 1)","You’ve been recognized for both innovation and leadership excellence - do you feel your contributions are valued? (Innovation Award: 1, Leadership Excellence: 1)","<s>[INST] Yes, I feel valued, and I appreciate the recognition from my peers and leadership. [/INST] Would more frequent recognition or rewards motivate you further? </s>
<s>[INST] I appreciate the acknowledgment, but I think my contributions deserve even more visibility. [/INST] Would opportunities to present your work to leadership improve visibility? </s>
<s>[INST] I feel my contributions are recognized, but I’d like them to translate into more career growth. [/INST] Would aligning recognition with tangible rewards, like promotions, be more meaningful? </s>
<s>[INST] I feel somewhat valued, but I think recognition tends to be inconsistent. [/INST] Would a structured recognition program help ensure contributions are acknowledged fairly? </s>
<s>[INST] I appreciate the awards, but I value mentorship and development more. [/INST] Would pairing you with senior leadership for mentorship be beneficial? </s>
<s>[INST] Recognition is nice, but I’d prefer my team’s success to be highlighted more than individual achievements. [/INST] Would a team-based recognition system align better with your values? </s>
<s>[INST] I don’t feel fully valued, as I think my impact extends beyond what’s being recognized. [/INST] Would a more tailored feedback and recognition approach make you feel more appreciated? </s>
"
, (Decayed Reward Points: 90.36),What kind of recognition would be most meaningful to you? (Decayed Reward Points: 90.36) ,"<s>[INST] I value promotions and career advancement as a form of recognition. [/INST] Would setting up a clear career path with milestones make recognition more effective? </s>
<s>[INST] Public appreciation and company-wide recognition matter the most to me. [/INST] Would being acknowledged in company meetings or newsletters be a meaningful form of recognition? </s>
<s>[INST] I prefer monetary incentives, like bonuses, as a way to acknowledge my hard work. [/INST] Would performance-based bonuses or stock options be more motivating? </s>
<s>[INST] I appreciate personal appreciation from leadership rather than formal awards. [/INST] Would more direct feedback from leadership on your contributions be valuable? </s>
<s>[INST] I’d love to receive more professional growth opportunities as recognition. [/INST] Would access to training programs or leadership workshops be a good form of recognition for you? </s>
<s>[INST] I feel the best recognition is allowing me to work on projects that align with my interests. [/INST] Would assigning you to high-impact projects be an effective way to recognize your contributions? </s>
<s>[INST] I don’t need much formal recognition, but I do appreciate positive feedback from my team. [/INST] Would a peer recognition program be more meaningful to you? </s>
"
,,,
EMP0463, (Annual Leave Factor: 12.28),"You’ve taken significant annual leave - do you feel you need time away from work to maintain balance? (Annual Leave Factor: 12.28)","<s>[INST] Yes, I needed time off to recharge and maintain a healthy work-life balance. [/INST] Would a more flexible schedule help you maintain balance while reducing the need for extended leave? </s>
<s>[INST] I felt it was necessary, but I think better workload management could help reduce the need for long breaks. [/INST] Would adjusting task distribution help you maintain balance without needing extended leave? </s>
<s>[INST] No, I don’t feel I need more time off right now, but I do value having the option when needed. [/INST] Would having more short breaks instead of long leaves be beneficial for your well-being? </s>
<s>[INST] I took the leave for personal reasons, but I feel I can manage my work-life balance effectively. [/INST] Would additional support in workload distribution help make transitions smoother after time off? </s>
<s>[INST] I think I needed time away, but I’d like to explore ways to reduce work-related stress. [/INST] Would wellness initiatives or stress management programs help improve your work experience? </s>
<s>[INST] I felt burnt out before my leave, so taking time off was essential. [/INST] Would regular check-ins to assess workload and well-being help prevent burnout? </s>
<s>[INST] I enjoy my work, but taking occasional breaks helps me stay productive and engaged. [/INST] Would a hybrid work model or flexible hours make maintaining balance easier? </s>
"
